   -6.10237E-02    1.30559E+00    1.78023E-02
   -8.49157E-02    1.58316E+00    4.76060E-02
   -9.02645E-02    1.83490E+00    8.15080E-02
   -8.98280E-02    2.06283E+00    1.14342E-01
   -9.18625E-02    2.26891E+00    1.43001E-01
   -1.01223E-01    2.45493E+00    1.65882E-01
   -1.20263E-01    2.62262E+00    1.82442E-01
   -1.49568E-01    2.77357E+00    1.92845E-01
   -1.88530E-01    2.90928E+00    1.97686E-01
   -2.35811E-01    3.03117E+00    1.97787E-01
   -2.89687E-01    3.14054E+00    1.94040E-01
   -3.48311E-01    3.23862E+00    1.87303E-01
   -4.09898E-01    3.32654E+00    1.78325E-01
   -4.72848E-01    3.40536E+00    1.67710E-01
   -5.35832E-01    3.47606E+00    1.55897E-01
   -5.97819E-01    3.53954E+00    1.43156E-01
   -6.58094E-01    3.59663E+00    1.29604E-01
   -7.16242E-01    3.64810E+00    1.15224E-01
   -7.72118E-01    3.69464E+00    9.98898E-02
   -8.25812E-01    3.73688E+00    8.33974E-02
   -8.77597E-01    3.77542E+00    6.54906E-02
   -9.27892E-01    3.81077E+00    4.58909E-02
   -9.77205E-01    3.84339E+00    2.43228E-02
   -1.02610E+00    3.87373E+00    5.35215E-04
   -1.07513E+00    3.90214E+00   -2.56799E-02
   -1.12486E+00    3.92895E+00   -5.44739E-02
   -1.17578E+00    3.95447E+00   -8.59322E-02
   -1.22829E+00    3.97894E+00   -1.20069E-01
   -1.28273E+00    4.00258E+00   -1.56825E-01
   -1.33933E+00    4.02556E+00   -1.96071E-01
   -1.39820E+00    4.04805E+00   -2.37616E-01
   -1.45936E+00    4.07016E+00   -2.81210E-01
   -1.52275E+00    4.09199E+00   -3.26558E-01
   -1.58820E+00    4.11361E+00   -3.73333E-01
   -1.65548E+00    4.13508E+00   -4.21186E-01
   -1.72430E+00    4.15642E+00   -4.69761E-01
   -1.79431E+00    4.17765E+00   -5.18710E-01
   -1.86518E+00    4.19876E+00   -5.67701E-01
   -1.93652E+00    4.21974E+00   -6.16437E-01
   -2.00798E+00    4.24056E+00   -6.64658E-01
   -2.07924E+00    4.26118E+00   -7.12154E-01
   -2.14998E+00    4.28154E+00   -7.58775E-01
   -2.21998E+00    4.30160E+00   -8.04428E-01
   -2.28903E+00    4.32129E+00   -8.49084E-01
   -2.35701E+00    4.34053E+00   -8.92779E-01
   -2.42386E+00    4.35928E+00   -9.35607E-01
   -2.48959E+00    4.37744E+00   -9.77721E-01
   -2.55425E+00    4.39495E+00   -1.01932E+00
   -2.61799E+00    4.41173E+00   -1.06066E+00
   -2.68099E+00    4.42772E+00   -1.10202E+00
   -2.74348E+00    4.44284E+00   -1.14368E+00
   -2.80571E+00    4.45703E+00   -1.18598E+00
   -2.86799E+00    4.47023E+00   -1.22921E+00
   -2.93060E+00    4.48238E+00   -1.27369E+00
   -2.99383E+00    4.49343E+00   -1.31967E+00
   -3.05798E+00    4.50334E+00   -1.36741E+00
   -3.12328E+00    4.51207E+00   -1.41708E+00
   -3.18995E+00    4.51959E+00   -1.46884E+00
   -3.25815E+00    4.52588E+00   -1.52274E+00
   -3.32799E+00    4.53092E+00   -1.57881E+00
   -3.39952E+00    4.53471E+00   -1.63697E+00
   -3.47271E+00    4.53725E+00   -1.69708E+00
   -3.54748E+00    4.53855E+00   -1.75896E+00
   -3.62366E+00    4.53863E+00   -1.82231E+00
   -3.70105E+00    4.53751E+00   -1.88683E+00
   -3.77936E+00    4.53525E+00   -1.95212E+00
   -3.85828E+00    4.53187E+00   -2.01778E+00
   -3.93746E+00    4.52745E+00   -2.08336E+00
   -4.01651E+00    4.52202E+00   -2.14842E+00
   -4.09506E+00    4.51567E+00   -2.21251E+00
   -4.17273E+00    4.50848E+00   -2.27523E+00
   -4.24916E+00    4.50051E+00   -2.33621E+00
   -4.32406E+00    4.49187E+00   -2.39513E+00
   -4.39716E+00    4.48264E+00   -2.45177E+00
   -4.46827E+00    4.47293E+00   -2.50598E+00
   -4.53729E+00    4.46282E+00   -2.55774E+00
   -4.60421E+00    4.45244E+00   -2.60712E+00
   -4.66908E+00    4.44188E+00   -2.65432E+00
   -4.73207E+00    4.43125E+00   -2.69967E+00
   -4.79344E+00    4.42066E+00   -2.74360E+00
   -4.85351E+00    4.41021E+00   -2.78666E+00
   -4.91268E+00    4.40000E+00   -2.82948E+00
   -4.97137E+00    4.39013E+00   -2.87277E+00
   -5.03004E+00    4.38070E+00   -2.91724E+00
   -5.08913E+00    4.37179E+00   -2.96364E+00
   -5.14907E+00    4.36347E+00   -3.01264E+00
   -5.21017E+00    4.35582E+00   -3.06483E+00
   -5.27269E+00    4.34889E+00   -3.12063E+00
   -5.33675E+00    4.34271E+00   -3.18025E+00
   -5.40232E+00    4.33733E+00   -3.24361E+00
   -5.46925E+00    4.33274E+00   -3.31031E+00
   -5.53726E+00    4.32893E+00   -3.37950E+00
   -5.60597E+00    4.32588E+00   -3.44989E+00
   -5.67503E+00    4.32352E+00   -3.51967E+00
   -5.74415E+00    4.32179E+00   -3.58650E+00
   -5.81335E+00    4.32056E+00   -3.64746E+00
   -5.88315E+00    4.31971E+00   -3.69909E+00
   -5.95489E+00    4.31906E+00   -3.73745E+00
   -6.03112E+00    4.31840E+00   -3.75817E+00
   -6.11614E+00    4.31749E+00   -3.75664E+00
