    8.50000E-02    3.35733E-02    1.30559E+00
    1.70000E-01    6.35285E-02    1.58316E+00
    2.55000E-01    8.99657E-02    1.83490E+00
    3.40000E-01    1.12983E-01    2.06283E+00
    4.25000E-01    1.32679E-01    2.26891E+00
    5.10000E-01    1.49148E-01    2.45493E+00
    5.95000E-01    1.62486E-01    2.62262E+00
    6.80000E-01    1.72785E-01    2.77357E+00
    7.65000E-01    1.80137E-01    2.90928E+00
    8.50000E-01    1.84632E-01    3.03117E+00
    9.35000E-01    1.86359E-01    3.14054E+00
    1.02000E+00    1.85407E-01    3.23862E+00
    1.10500E+00    1.81860E-01    3.32654E+00
    1.19000E+00    1.75804E-01    3.40536E+00
    1.27500E+00    1.67322E-01    3.47606E+00
    1.36000E+00    1.56497E-01    3.53954E+00
    1.44500E+00    1.43408E-01    3.59663E+00
    1.53000E+00    1.28135E-01    3.64810E+00
    1.61500E+00    1.10756E-01    3.69464E+00
    1.70000E+00    9.13477E-02    3.73688E+00
    1.78500E+00    6.99846E-02    3.77542E+00
    1.87000E+00    4.67406E-02    3.81077E+00
    1.95500E+00    2.16880E-02    3.84339E+00
    2.04000E+00   -5.10218E-03    3.87373E+00
    2.12500E+00   -3.35606E-02    3.90214E+00
    2.21000E+00   -6.36189E-02    3.92895E+00
    2.29500E+00   -9.52105E-02    3.95447E+00
    2.38000E+00   -1.28270E-01    3.97894E+00
    2.46500E+00   -1.62733E-01    4.00258E+00
    2.55000E+00   -1.98538E-01    4.02556E+00
    2.63500E+00   -2.35622E-01    4.04805E+00
    2.72000E+00   -2.73927E-01    4.07016E+00
    2.80500E+00   -3.13394E-01    4.09199E+00
    2.89000E+00   -3.53965E-01    4.11361E+00
    2.97500E+00   -3.95586E-01    4.13508E+00
    3.06000E+00   -4.38201E-01    4.15642E+00
    3.14500E+00   -4.81758E-01    4.17765E+00
    3.23000E+00   -5.26205E-01    4.19876E+00
    3.31500E+00   -5.71493E-01    4.21974E+00
    3.40000E+00   -6.17572E-01    4.24056E+00
    3.48500E+00   -6.64395E-01    4.26118E+00
    3.57000E+00   -7.11916E-01    4.28154E+00
    3.65500E+00   -7.60091E-01    4.30160E+00
    3.74000E+00   -8.08877E-01    4.32129E+00
    3.82500E+00   -8.58231E-01    4.34053E+00
    3.91000E+00   -9.08113E-01    4.35928E+00
    3.99500E+00   -9.58484E-01    4.37744E+00
    4.08000E+00   -1.00931E+00    4.39495E+00
    4.16500E+00   -1.06054E+00    4.41173E+00
    4.25000E+00   -1.11216E+00    4.42772E+00
    4.33500E+00   -1.16413E+00    4.44284E+00
    4.42000E+00   -1.21641E+00    4.45703E+00
    4.50500E+00   -1.26897E+00    4.47023E+00
    4.59000E+00   -1.32179E+00    4.48238E+00
    4.67500E+00   -1.37484E+00    4.49343E+00
    4.76000E+00   -1.42808E+00    4.50334E+00
    4.84500E+00   -1.48150E+00    4.51207E+00
    4.93000E+00   -1.53507E+00    4.51959E+00
    5.01500E+00   -1.58877E+00    4.52588E+00
    5.10000E+00   -1.64258E+00    4.53092E+00
    5.18500E+00   -1.69648E+00    4.53471E+00
    5.27000E+00   -1.75045E+00    4.53725E+00
    5.35500E+00   -1.80447E+00    4.53855E+00
    5.44000E+00   -1.85852E+00    4.53863E+00
    5.52500E+00   -1.91260E+00    4.53751E+00
    5.61000E+00   -1.96670E+00    4.53525E+00
    5.69500E+00   -2.02079E+00    4.53187E+00
    5.78000E+00   -2.07487E+00    4.52745E+00
    5.86500E+00   -2.12893E+00    4.52202E+00
    5.95000E+00   -2.18296E+00    4.51567E+00
    6.03500E+00   -2.23697E+00    4.50848E+00
    6.12000E+00   -2.29094E+00    4.50051E+00
    6.20500E+00   -2.34486E+00    4.49187E+00
    6.29000E+00   -2.39875E+00    4.48264E+00
    6.37500E+00   -2.45260E+00    4.47293E+00
    6.46000E+00   -2.50640E+00    4.46282E+00
    6.54500E+00   -2.56017E+00    4.45244E+00
    6.63000E+00   -2.61391E+00    4.44188E+00
    6.71500E+00   -2.66762E+00    4.43125E+00
    6.80000E+00   -2.72130E+00    4.42066E+00
    6.88500E+00   -2.77497E+00    4.41021E+00
    6.97000E+00   -2.82864E+00    4.40000E+00
    7.05500E+00   -2.88232E+00    4.39013E+00
    7.14000E+00   -2.93601E+00    4.38070E+00
    7.22500E+00   -2.98974E+00    4.37179E+00
    7.31000E+00   -3.04352E+00    4.36347E+00
    7.39500E+00   -3.09736E+00    4.35582E+00
    7.48000E+00   -3.15128E+00    4.34889E+00
    7.56500E+00   -3.20531E+00    4.34271E+00
    7.65000E+00   -3.25945E+00    4.33733E+00
    7.73500E+00   -3.31374E+00    4.33274E+00
    7.82000E+00   -3.36820E+00    4.32893E+00
    7.90500E+00   -3.42285E+00    4.32588E+00
    7.99000E+00   -3.47771E+00    4.32352E+00
    8.07500E+00   -3.53283E+00    4.32179E+00
    8.16000E+00   -3.58821E+00    4.32056E+00
    8.24500E+00   -3.64390E+00    4.31971E+00
    8.33000E+00   -3.69993E+00    4.31906E+00
    8.41500E+00   -3.75633E+00    4.31840E+00
    8.50000E+00   -3.81313E+00    4.31749E+00
